User_id,device_token,device_name,device_type
1d8cfe16-57f1-e811-a978-000d3ab9a5ef,BC1BE8F2-C62A-408E-850B-AEDDD75AB6C1,Clara's iPhone,iOS
6e4e9491-ddeb-e811-a97b-000d3ab9a89f,18966A43-92DB-45F8-9EE3-C83BD409B4DC,Marlaâ€™s iPhone,iOS
50cb5179-48b6-e611-80ec-021dd8b71cd3,99916054-9500-4D7C-BEB4-94D86A09C5D0,Poly,iOS
579b7964-7abd-e511-80cd-021dd8b71c5a,FA24511F-59A2-49A8-A2CF-99969E47DAC7,iPhone MacBook Air,iOS
474cd1ad-1925-e311-951e-00155d350211,633ADB40-BF57-4EDA-AF49-38AA8056E385,Joseph's iPhone,iOS
a7c93a9b-fc21-e311-951e-00155d350211,76ABA55A-24C7-4E7D-ACF7-287175302605,Douglas Kahnâ€™s iPhone,iOS
1d4b9a10-80de-e811-a976-000d3ab9aac9,61F95854-40E3-4233-A295-701E790A2B1C,Glenda Goodmanâ€™s iPhone,iOS
153bfa04-a0c2-e811-a970-000d3ab9add5,6394D9E7-12C0-49D3-AAE5-EA454FB286F7,Mechi iPhone 6S,iOS
3cb0b18f-7505-e511-b3fe-00155d07d808,08680069-668E-45BF-996E-3008F0E2F490,Natalie's iPhone,iOS
96a3049d-bbec-e811-a977-000d3ab9aac9,C6FEE997-4F91-4806-97FF-A9CBC7081473,iPhone,iOS
dd8fb256-21e7-e811-a97c-000d3ab9ad32,3ACFD244-9CFC-43A4-961A-065E7CD2E3EE,Johnâ€™s iPhone,iOS
93965412-37c3-e811-a96e-000d3ab9aac9,611A1174-7ACD-49EB-B86E-25D3D51DE25C,Magnusâ€™s iPhone,iOS
2912ff2b-d8eb-e811-a97b-000d3ab9a89f,3862565F-B094-4AA1-A0A0-D987DFD3FE3F,iPhone di Andrea,iOS
9c784d5d-38ee-e811-a977-000d3ab9aac9,97A4F3F2-863D-4450-A96E-93450FC3DA60,MSM iPhone,iOS
135d4bf3-22b5-e811-a969-000d3ab9aac9,25695C06-BD96-4441-B3CA-11912D840B6B,Daniel Mituraâ€™s iPhone,iOS
91895866-15ec-e811-a97b-000d3ab9a89f,7C0C86E6-E622-4C45-9B9F-DC468CF0242A,Hilaryâ€™s iPhone,iOS
fe732953-0048-e811-8128-3863bb354ff0,7EBEB94A-C723-4AAF-B5D2-DBE52639308C,Ð”Ð°ÑˆÐ° iPhone,iOS
81c78d06-9ee1-e811-a977-000d3ab9aac9,36CD406A-0CE4-494A-B0AE-ADB066A54CC6,iPhone Ulf,iOS
bb1afbe4-38c4-e811-a974-000d3ab9a49f,6C25EAD6-5A77-4BF8-89D4-785F4BC22CB0,Lisaâ€™s iPhone,iOS
7081b67f-7b0a-e811-812d-3863bb340dd8,DD4BB4C3-E5A9-4A39-953C-8001EBAB85AB,iPhone (Jakub),iOS
42164eea-d6e0-e811-a977-000d3ab9aac9,8D2BF348-B87D-4C77-AB00-DA78A088B480,iPhone,iOS
846cd1b6-e096-e511-80ca-021dd8b71c5a,47F77F49-9177-4A48-8F4C-4F16A3001C32,iPhone,iOS
a23a3ee5-65ca-e811-a975-000d3ab9a89f,5E6CDB01-91C3-4B94-9D4E-60E651E207A9,Nikki's iPhone,iOS
f2047368-c3e9-e811-a978-000d3ab9add5,BE9346BC-1B40-4163-BBBC-12149BA03CC7,Slostrow (2),iOS
270cb6e6-dad5-e711-8127-3863bb340dd8,532A41AE-AF6E-499B-9568-623AC1F599E9,iPhone,iOS
270cb6e6-dad5-e711-8127-3863bb340dd8,532A41AE-AF6E-499B-9568-623AC1F599E9,iPhone,iOS
ebc69233-86e1-e711-8127-3863bb34fb48,5B44A01D-6865-43B9-81C0-9FB694C167A2,Andreas iphone2017,iOS
aeb0916e-71c8-e811-a972-000d3ab9add5,61341CC3-9F94-4D2C-B1AF-F79FD3101444,Johannas iPhone,iOS
60b2d474-59d4-e711-8127-3863bb340dd8,88AF92D2-FB59-44A3-8CA0-FF1B1DA1AE86,Engincanâ€™s iPhone X,iOS
25ed3f90-2945-e211-9f06-00155d350208,055E80AA-F26A-42C9-A79E-E33F3FDFD1FD,Johan Vandendriessche (2),iOS
dedbd200-e2cb-e811-a975-000d3ab9a89f,B095C128-3327-46DB-8488-FA93BDAFC618,iPhone X Chiara,iOS
55a708ef-7ae6-e811-a97d-000d3ab9a49f,5D7F0455-4A1F-49AB-B584-5ED75BFB85E5,iPhone,iOS
c3f54317-84e9-e811-a97c-000d3ab9ad32,7C6BF474-90E5-4CFE-80FE-A3B69AC6CE69,iPhone,iOS
0ff7224c-15b1-e411-b35d-00155d35022a,A3554A5E-8142-4174-B2C9-6A6F8F1EEBAF,iPhone van Nienke van der Wal,iOS
70e4a968-32cd-e811-a977-000d3ab9a49f,380ABB83-6D20-4590-A3F4-08A7780AC816,iPhone HGF,iOS
ccd0df4d-8204-e511-91ba-00155d07d808,FBC9E95E-3D89-474B-8B36-733274FF7F9D,iPhone de Ester,iOS
e30c1435-29dc-e811-a97b-000d3ab9ad32,F7549E69-928A-4833-856C-92B64DE351E5,KE,iOS
b27a59ff-81e9-e811-a97c-000d3ab9ad32,0BDE702C-7851-4A07-A8DA-D80C25332B57,Erin Booth,iOS
577d29c6-0e9f-e811-a961-000d3ab9a5ef,02C8BEBA-A7C3-46EE-9F92-8E03BF63B58C,Emiâ€™s iPhone,iOS
d544bdc7-9e69-e811-8133-3863bb354ff0,3447DC1A-6327-4645-ACDF-751EAE99AA03,Wolfgang,iOS
eed65b9a-3bc5-e711-80ed-1458d041f8e8,05A98743-7455-4EDD-8A46-2CDD07B33BE2,Allisonâ€™s iPhone,iOS
0a72d057-08de-e811-a977-000d3ab9a5ef,A418F901-5451-4502-A328-893DD258F001,Dans phone,iOS
219c3bfa-83de-e811-a976-000d3ab9aac9,507B12D4-17AA-432B-8579-7D4F8C4E5A0D,iPhone,iOS
f3564296-1a5a-e811-8131-3863bb354ff0,A8CCF4D3-40D0-40CE-8054-EF141E6267A5,iPhone di marco,iOS
6ed834e9-a751-e711-80f4-021dd8b71cd3,E675D157-D971-427F-9503-D80CE3B4AB02,Iphone de Mel C,iOS
64128dc3-7a0d-e811-80f5-1458d041f8e8,6C39AB6A-0208-46AE-96BA-F035DF313105,First iPhone,iOS
f0c0c2f5-c5a4-e611-80ec-021dd8b71cd3,F2DA545E-5E5F-4EDF-B316-D9A52383A934,A. Will Brownâ€™s iPhone,iOS
a5dabecc-56f1-e811-a978-000d3ab9a5ef,837B0979-5BB7-4055-AC8A-4F4765B43E58,iPhone,iOS
86ce1aa6-26be-e211-a9da-00155d350211,898AF07B-D867-438D-8028-5A8D4336931A,Seth's iphone 6,iOS
bf9bc504-3b8d-e511-80ca-021dd8b71c5a,29F55B8A-CF16-41C6-B6F3-4DC9343D4F3D,Kathrynâ€™s iPhone,iOS
ed96ddcd-83e9-e811-a97c-000d3ab9ad32,FF9FD820-7795-4418-89A3-8DEE3AAFF355,Matteo,iOS
1c4a1088-c044-e411-a2ed-00155d35021c,201B10E3-E83F-4003-9D94-BA24BAE76E8F,EP iphone xs,iOS
5eebd51c-8aed-e811-a978-000d3ab9a5ef,96212B70-55EB-488C-BD51-95036652E32A,ESRA CORUHâ€™s iPhone,iOS
00f02bde-5cd1-e811-a974-000d3ab9add5,D35DD557-6F1E-469B-8068-C400CEAA762E,U.S. cell,iOS
e6a345fb-c0e9-e811-a978-000d3ab9a5ef,EF875AD1-C854-4DDA-B423-2DCC9FE10AC2,Buonamici312 8,iOS
283d9bf7-09dd-e811-a976-000d3ab9aac9,81FEFDCE-8EF0-4971-BEB3-524470C5F60F,Ken's iPhone,iOS
61627e6e-3b6b-e411-84e9-00155d35032c,10D486B3-8BB2-4D57-8CF7-8F6F1F6D0BDF,iPhone,iOS
7b44b159-bbe8-e811-a97c-000d3ab9ad32,5B4260AA-707A-48D7-8DCA-E3C962131802,iPhone,iOS
218f7fb3-dded-e811-a978-000d3ab9a5ef,1948620C-9B18-419F-8415-9DA2BC12EF4D,Julian Fultonâ€™s iPhone,iOS
69f63191-f9eb-e811-a97b-000d3ab9a89f,3FD6A8E3-B884-4841-A73F-BD865B7B55CC,Adel Chaouch,iOS
82abbfaf-5edb-e811-a977-000d3ab9a5ef,8CC3672A-9BF9-43F0-BB4A-F3725E996B2A,iPhone,iOS
c7e11ac1-c929-e311-951e-00155d350211,B4501BAD-AD39-42B6-9B1A-4D525B73430B,John's iPhone,iOS
3961b4d9-325d-e511-80c7-021dd8b71c5a,D4DEF50C-FC07-4480-975E-666E67DE3491,Claireâ€™s iPhone,iOS
45b057d9-c17b-e511-80ca-021dd8b71c5a,F699ECEC-671A-47A8-B692-421EC3476B58,Charlotte's iPhone,iOS
dee28937-eae0-e811-a97d-000d3ab9a49f,0EF8DE66-FD8C-4F24-A5B8-0588FDCDE425,iPhone Lizzy ,iOS
060a04f3-0d95-e611-80ea-021dd8b71cd3,09EFBAD3-8883-4F4D-BBA5-7B0E2E1F5FC3,Cynthia's iPhone,iOS
966504ca-e780-e611-80ea-021dd8b71cd3,94ECDF61-7158-4564-91D5-98E474C5EF49,iPhone,iOS
9662a933-50b1-e811-a969-000d3ab9add5,ECBEE83D-5EF4-43B4-8791-A73DBA112E26,Marinaâ€™s iPhone,iOS
853d4755-2e55-e411-a2ed-00155d35021c,2075A2DF-98CF-4963-9633-6DD5BC417D60,Pari Ehsanâ€™s iPhone,iOS
c7affdb9-7505-e511-b3fe-00155d07d808,2400C596-2CBC-415F-8B89-27636787E25C,iPhone,iOS
3168d139-f082-e511-80ca-021dd8b71c5a,21E0AE19-055B-41F7-8772-85297665EFE4,Rene Romero Schulerâ€™s iPhone ,iOS
13268a57-5adc-e811-a97c-000d3ab9a49f,FCF180D3-CA7A-48E2-8C51-60FEDEB8E5E3,iphone ,iOS
64e0ec9f-21e7-e811-a97c-000d3ab9ad32,4792806F-861D-456C-BD43-6174E021800D,Jami Powellâ€™s iPhone,iOS
a5a3d29f-f0e7-e811-a97c-000d3ab9ad32,F45E5739-33D8-476A-B20F-EF47921768DA,Racheeâ€™s iPhone,iOS
51476cc0-29e6-e811-a977-000d3ab9aac9,A3E36189-FEDD-4D0B-9924-AF4B962B1247,zuhal iPhone'u,iOS
d47251e4-85d3-e811-a977-000d3ab9a89f,4719121B-2025-40A9-98DC-6913D9280C56,Chris' iPhone X,iOS
3ac75a18-66d4-e711-80ef-1458d041f8e8,C8471566-BD20-4722-8664-A46DFE604284,Rodrigo Ohtake,iOS
11763882-a7be-e811-a96d-000d3ab9aac9,2240BD68-8C1F-495B-B2BE-95D074073193,iPhone csh,iOS
49aaa978-a9e6-e811-a97d-000d3ab9a49f,D9036F5C-E76E-4629-B122-CAA8A6697656,iPhone de Clara,iOS
3110d5ec-dded-e811-a97c-000d3ab9ad32,6655BC29-D1E8-4ABA-80F4-4DC736A5D4C7,iPhone (2),iOS
cc4e4fc3-2745-e211-9f06-00155d350208,C22B7FF9-341C-4E5B-9A75-50C871C698B4,iPhone di Elisabetta,iOS
2207186a-52f2-e811-a978-000d3ab9add5,9AFFC391-1369-4AEF-8C7D-01A026CA8915,Quichi Cortesâ€™s iPhone,iOS
1a8e69d2-3ce1-e811-a978-000d3ab9add5,08CD1F2D-383F-4E8C-8111-F596A33FB58C,iPhone,iOS
a453e762-8dea-e811-a978-000d3ab9a5ef,5176CF23-D63E-474A-BE7A-69144E13A4B6,HOWKAP iPhone,iOS
2c6660e0-33e9-e811-a978-000d3ab9add5,72F29646-2241-41E5-B59F-7A6C52E919B7,Joan Spectorâ€™s iPhone ,iOS
71c9b701-5395-e511-80ca-021dd8b71c5a,8D50E290-6B99-4BCC-B5CA-6AB9223D27C4,iPhone,iOS
8d33910c-d337-e311-af4a-00155d350211,6D3E048B-E5EA-41A6-9862-F8DD4F5C7C54,kristin's iPhone 8+,iOS
8484eb0a-91ed-e811-a978-000d3ab9a5ef,7EBAC29B-DEF3-44E6-8237-352343D93831,Mom's iPhone (2),iOS
69a031a6-7d7d-e511-80ca-021dd8b71c5a,3F1D871F-1C1C-4C5E-98CA-281DB7F746B4,Hannah's iPhone,iOS
38d7a47f-5edb-e811-a977-000d3ab9a5ef,45FCD14D-0E80-4F7C-B428-7860018BE1CA,Kamalâ€™s iPhone,iOS
8591802e-9ac5-e711-8124-3863bb34fb48,BD792E8A-68C1-47F6-8F08-06BA65DE8B2B,Allisonâ€™s iPhone,iOS
56654719-ba56-e311-b93d-00155d350211,DE9DAFC8-29C5-4CB7-9412-9E8B512419E8,iPhone,iOS
831a891a-2c4d-e311-b93d-00155d350211,7757EF8A-AE23-4EEE-BBA1-AF82807BEA5E,CMT iPhone XS 2018,iOS
9d6c25cf-b252-e311-b93d-00155d350211,18AFD1B7-54FD-4B24-B53A-134DC56DE2F5,iPhone,iOS
2b3aa1b6-aca1-e611-80ec-021dd8b71cd3,94F5DB41-FA55-4457-B274-A7D9723A8C29,Joe's iPhone 8 â€˜18,iOS
1f56c9c2-b6d2-e811-a97a-000d3ab9a49f,3B9D981C-C4C1-4C85-9B33-4E2F285C74A9,Virginia's iPhone,iOS
801dff0c-29dc-e811-a97b-000d3ab9ad32,51DA73F6-E2AC-408A-AD05-954C1C80509C,Noah Simblistâ€™s iPhone (2),iOS
68020a08-5af2-e811-a97c-000d3ab9ad32,08792DAD-CB8D-4D22-B0F0-55186F179F4A,Hunt's iPhone 7,iOS
b2396701-cdec-e811-a97c-000d3ab9ad32,8AF7699B-C120-44D4-9AF5-105CCED2CC5F,iPhone,iOS
8c07a10f-223b-e311-af4a-00155d350211,164DF779-3A75-4DA7-A11D-C46353BE631D,Marta Rabbit Iphone,iOS
c1a9ea88-7cf3-e811-a978-000d3ab9add5,D7526632-BECF-4133-98FE-F16EC917F7BB,LoFiâ€™s iPhone,iOS
072f7969-45b2-e711-80e9-1458d041f8e8,CFAF8E6B-34F4-4886-9F97-BBBF11A2C678,Johanna's iPhone,iOS
7671c2a2-02e1-e811-a97d-000d3ab9a49f,808C7377-6495-4CE5-AFD9-7D8BF2E382D3,iPhone de Andre,iOS
add1d850-c156-e311-b93d-00155d350211,66DBAD99-1096-4E44-8CA4-73C7542A41B1,JNeimanâ€™s iPhone,iOS
5766ed81-ba80-e611-80ea-021dd8b71cd3,7F00DA98-8AB7-45AF-9AA6-D105CEAC6B8D,Paz's iPhone,iOS
1509cc09-33d6-e811-a97b-000d3ab9a49f,EDFF2C7A-D128-4902-BDE0-E1B8EBACF41F,Gregâ€™s iPhone,iOS
c237be3a-37ee-e811-a977-000d3ab9aac9,AF223BDA-964D-460C-913A-13269DF3D7E7,Laurenâ€™s iPhone,iOS
b8964acc-1280-e611-80ea-021dd8b71cd3,448253E0-17D7-4448-991C-29E26EEDA485,Nathan's 10,iOS
b8d36e20-5831-e811-8126-3863bb354ff0,02DFB34D-906D-4B0C-BB0C-1849084B8013,yasmina's iPhone,iOS
1493c472-d227-e811-8131-3863bb34fb48,6C2C13F5-06E1-4284-B549-D3FBDBE8A2F5,Kunalâ€™s XS Max,iOS
a0e15b2c-5adc-e811-a97c-000d3ab9a49f,0457C33A-D3FA-4B56-8AC3-1C1EA3C2C978,Jennifer Gradâ€™s iPhone,iOS
ac2e611f-a3e6-e811-a97c-000d3ab9ad32,B178BFA3-1C33-4177-8920-18CA6502C8B5,iPhone de Adriana,iOS
5748e065-ad9e-e711-811b-3863bb34fb48,7D274630-65D1-446D-A363-723E6CE37741,Eamonn  Wrightâ€™s iPhone,iOS
2ed76150-bdd6-e811-a976-000d3ab9a5ef,DABB5E6F-3D69-4924-B2C4-E0F800F90D22,Jenny iPhoneX,iOS
6610b149-3771-e211-b8a2-00155d35011a,1FC37725-DFC0-478A-8041-2E9F521560BB,Jasonâ€™s iPhone,iOS
60db3e7b-55cf-e711-811d-3863bb354ff0,EDB24EFD-1FDE-45B8-B799-28B67DCB4989,Regi,iOS
e5bb3aa5-57e6-e811-a97c-000d3ab9ad32,8F29AB6A-FEAC-4865-98A8-C791363B8341,19177032663,iOS
f90a3e26-3cc5-e711-80ed-1458d041f8e8,14A2530F-9C18-47F7-8318-A0021589F1AA,Afshin Shahidiâ€™s iPhone,iOS
8abf8506-e7d4-e711-8127-3863bb340dd8,E3FCF10A-BB48-4152-9DB4-1D8D771F30B3,iPhone,iOS
8cf98800-3fb1-e611-80ec-021dd8b71cd3,4852A5BA-B6C5-4FDA-AC81-B15FE283C7CC,Shelleyâ€™s iPhone,iOS
5caae4ca-ffe3-e811-a97b-000d3ab9a89f,EDF6CADA-0D0A-45C3-894A-E3653F31EA03,Peter I8,iOS
486291c3-dae1-e811-a97d-000d3ab9a49f,814053C4-5BEB-4BAA-A582-57DA3DA1DA4E,LÃºcia Walker X plus,iOS
c100457d-dfeb-e811-a97b-000d3ab9a89f,3210D0C2-2BAC-4161-BD1B-ABB252AA65C2,iPhone,iOS
0f5bec9a-d6d5-e811-a97b-000d3ab9a49f,A9694474-79E4-410C-9E2D-5403DCBAA0EB,iPhone,iOS
b5372462-b85a-e611-80e9-021dd8b71cd3,233E63D5-8F9D-4F67-8F2B-678CF962D6E7,nizzle,iOS
386a6638-bdd6-e811-a976-000d3ab9a5ef,7AFFFE28-E989-4A64-9FFD-F1E903FFC6E5,iPhone (4),iOS
96ce0f7b-bdd6-e811-a976-000d3ab9a5ef,6D534ED6-815C-49D4-A054-A3BE97015FA1,Lydia's iPhone,iOS
2552382a-c721-e311-951e-00155d350211,D9CCB424-968E-40E4-BDB9-ADD568DC8450,Rhiannonâ€™s iPhone,iOS
c4b78025-1f4a-e411-a2ed-00155d35021c,62FF5885-7C20-47F1-A0AA-33E40AFF8E87,Emma Bowenâ€™s iPhone X,iOS
b521d8ac-d6cc-e811-a971-000d3ab9aac9,D9EDEABA-9E8C-4FE7-9479-CE85DCF46CF0,iPhone 8 Noir Alain,iOS
f306f654-cf44-e411-a2ed-00155d35021c,467B69F2-E1AF-4D1C-A107-2B40426E6817,Diagnosticsâ€™s iPhone,iOS
23adf052-f0e8-e811-a97c-000d3ab9ad32,8D202B2B-8533-45C8-9764-15B03CA3103B,rob 1/12,iOS
699d9048-5ecd-e811-a977-000d3ab9ad32,5072184C-E02B-4A08-B4F2-495D4FDAC323,Murrayâ€™s iPhone,iOS
b2edd472-5ecd-e811-a977-000d3ab9ad32,895898DC-C4B3-471D-B784-5C0D15D9DA11,Marty Hasselbachâ€™s iPhone,iOS
567831e7-2745-e211-9f06-00155d350208,4DBFB33D-C92A-4CD3-BCF2-33A94DBA4F97,Leigh Conner iphoneX,iOS
603f3bf5-1271-e511-80c8-021dd8b71c5a,2FDC86C5-0F5C-4601-A3CD-6076D0FB5E86,iPhone,iOS
f0e0db59-dc17-e811-80f6-1458d041f8e8,65411005-1A41-4194-9A00-687A2D44E891,Jorge Neiraâ€™s iPhone,iOS
81ee53bd-64c5-e811-a975-000d3ab9a49f,90D033DE-E92C-4412-9230-87C4303EC0CF,Caroline RosÃ©ns iPhone,iOS
b22924a7-b780-e511-80ca-021dd8b71c5a,6E850269-9EDD-4908-A9AF-2A3068BFD97E,Kristi's iPhone,iOS
f1ffab6b-83de-e811-a976-000d3ab9aac9,59B02F98-8D62-4A2E-8978-ABF0998349F6,Michele's iPhone,iOS
dde7f9bc-abe2-e811-a97c-000d3ab9ad32,CC63A80C-FED8-45D1-9CB0-1B2B264EBD88,iPhone de Catalina,iOS
c7caf71a-e160-e411-8613-00155d35021c,22AC9B9A-4C39-4A04-94CB-12395D65F22D,Claudineâ€™s iPhone (2),iOS
ae31d803-f7e0-e811-a97d-000d3ab9a49f,6EB92AB7-7B8E-483E-B1FF-276A8B9F31B3,Mali's iPhone,iOS
becd31c6-eba7-e611-80ec-021dd8b71cd3,E048EEA4-2B3E-4777-8F86-1732A5ABC54C,Kim Gantâ€™s iPhone,iOS
e149be08-2a98-e511-80ca-021dd8b71c5a,00EE55FF-9780-43A6-9392-FB78ADCB7F49,Alix,iOS
8980589e-36e3-e811-a978-000d3ab9a5ef,8E66282E-4756-4BEF-BB80-E50E91333426,Luiz Felipe Conde,iOS
b2385d7f-9a53-e411-a2ed-00155d35021c,0D1B60D4-0181-4B8C-B72F-461CEA520656,Pita,iOS
79bb711a-e3d1-e711-8126-3863bb34fb48,0459AFBB-401B-43E9-94DF-2CF9644FA163,Dido iPhone'u,iOS
108421bf-2f4d-e311-b93d-00155d350211,F6777286-783B-4533-8459-D5E0378C61EF,R's iPhone,iOS
1f6b795b-37d8-e811-a976-000d3ab9a5ef,F83A0425-4AFB-4D61-B1B0-1EF512F306B7,iPhone,iOS
a3f46353-deeb-e811-a97b-000d3ab9a89f,FAF504A5-3250-46F0-B407-40EB88E12FFC,iPhone,iOS
7f96e4cd-0819-e711-80f0-021dd8b71cd3,FAA2CE1D-799F-4997-9E49-5F6E680ADE03,Amyâ€™s iPhoneX,iOS
b5dc8140-b2dd-e811-a976-000d3ab9aac9,218AF6CF-2A75-4770-BB45-FAC66C2A46A5,iPhone (7),iOS
26a30a33-bcb6-e811-a96d-000d3ab9a89f,609847E0-28B9-46A0-ACD3-B9AD6957426E,iPhone,iOS
43122b86-57f1-e811-a978-000d3ab9a5ef,332B83F5-6633-4C69-BFC0-618C20EE087C,David's iPhone,iOS
f5325ecf-36e3-e811-a978-000d3ab9a5ef,CEC81C5C-C9D9-4077-8CB4-E976E039F22F,iPhone di Federico,iOS
14802578-57f7-e611-80f0-021dd8b71cd3,B6FE0347-CFFB-43DB-9BFA-E396A09F7B7D,iPhone,iOS
10e53321-1d8b-e211-80f2-00155d350211,B59932D4-856A-4D12-BBE4-49DCA534E265,iPhone AELB2018,iOS
e103763c-c6e3-e811-a97b-000d3ab9a89f,B5601DDA-23B5-4FBE-92D0-E1804EFE188F,Lauren Dobayâ€™s iPhone,iOS
4096515c-bdd6-e811-a976-000d3ab9a5ef,7F635841-844C-41A1-8F3C-926E33ECBD4C,Rachael Bennettâ€™s iPhone,iOS
15996303-e2da-e711-811e-3863bb354ff0,3F934CF8-BEC3-4DFD-9F09-BAC05795EEFF,Jaime ,iOS
e7a3bab1-d3ec-e811-a978-000d3ab9add5,1E470825-A96C-43D9-87F4-8AAE648CE95B,iPhone de PARIZE Isabelle,iOS
fbeecb9c-8eea-e811-a978-000d3ab9a5ef,5C8EF902-B27D-46D9-AD8C-D51DC2C711D6,Melanie Reeseâ€™s iPhone,iOS
dca3147e-4ea1-e611-80ec-021dd8b71cd3,7C89B1F6-BF1C-444C-B520-ED31F7B23871,iPhone de Daniel,iOS
712eb6d0-1ca9-e711-80e8-1458d041f8e8,4C1CDA4E-C687-48B5-B837-3900E0A8232D,Dana Rubinâ€™s iPhone,iOS
3d01f2da-34e3-e811-a978-000d3ab9a5ef,AF6544C1-0A4E-4367-81F7-22EE92551F6E,Elaine Andriejanssenâ€™s iPhone,iOS
c11236e3-07b4-e311-9907-00155d350211,18216CF6-7EE4-49B6-B822-9E9FD8314892,Robertâ€™s iPhone,iOS
d3a9508a-8eed-e811-a978-000d3ab9a5ef,07D1FF00-2AA0-4C60-8D83-0148157ADD0C,Casey,iOS
6ed1a902-435c-e511-80c7-021dd8b71c5a,1C7F9C5E-0C79-4F8F-9ABF-E8DB53ACA5E6,Alan,iOS
476bd980-32f3-e811-a97c-000d3ab9ad32,3051607E-00EA-46AC-BF8F-95C0D3FD975F,NickyDâ€™s iPhone,iOS
9acd39d4-5a50-e411-a2ed-00155d35021c,28EAF407-5626-4A6F-9017-4993D5FCBB8A,iphone  ,iOS
c4df76ac-70e3-e811-a97b-000d3ab9a89f,2145D5BF-09FE-4323-B55F-44706A29AE1A,iPhoneX Cynthia,iOS
28adf86e-44d2-e811-a979-000d3ab9a49f,9C7D5BFF-029D-400E-9C7F-100A5EF4E26B,iPhone,iOS
427e0f97-d8d8-e711-8128-3863bb340dd8,F879E320-B36E-4419-AE89-DFA3DF5278C5,Miguel,iOS
08708526-aa9e-e711-811b-3863bb34fb48,0597B9CD-087C-4AF2-8C05-A3E245943812,iPhone,iOS
2237852b-c5cb-e411-bb67-00155d076f02,CF0744BA-812E-459F-8867-EC475D6FC528,Julia's iPhone (2),iOS
61c4b9ef-e3ed-e811-a97c-000d3ab9ad32,FA93765A-8AC4-427B-9F10-16147C123B26,Jamieâ€™s iPhone (2),iOS
b150e85c-6edd-e811-a977-000d3ab9a5ef,6D4F1E5F-E9C2-49D3-818E-B54205D5A04B,Christine iphone,iOS
83c2714d-a852-e311-b93d-00155d350211,C4B197DF-9DD2-4525-B3C5-BCA458637809,Juan Pachon,iOS
3c1cb5f1-3fe2-e811-a978-000d3ab9a5ef,4FDE163C-4E27-4743-B2FA-1ED89EB640E1,Davidâ€™s iPhone,iOS
a9d5e616-9de1-e811-a977-000d3ab9aac9,4DD12441-4CD3-40CA-9556-8B12B7AE2E45,R Careyâ€™s iPhone,iOS
09d25793-3d54-e411-a2ed-00155d35021c,85E9AA62-5203-485F-8DFE-483B3B67EE24,iPhone,iOS
0521ce22-f4b5-e611-80ec-021dd8b71cd3,425C7054-D56E-499C-8C84-BE28DCDD2DC6,Soleâ€™s iPhone,iOS
9c32c0c4-2845-e211-9f06-00155d350208,B7B0CC21-EC61-4A61-B552-D3985CC97398,iPhone,iOS
4a9e3048-e0dd-e811-a976-000d3ab9aac9,3328C212-84B0-4BEF-934D-6C5CE31E953B,iPhone,iOS
a9e3d0fb-96e6-e811-a978-000d3ab9a5ef,B8720CE5-3D5F-446B-83F2-EEF315319A69,TCâ€™s iPhone,iOS
9b1a4f3b-bbe8-e811-a97c-000d3ab9ad32,00ED8D47-CA54-4C7F-A349-0C97543ACEB5,Heidiâ€™s iPhone,iOS
