UserId,device_token,device_name,device_type
4e0558d4-2c45-e211-9f06-00155d350208,eYGrrovF3WE:APA91bEdv9EwLNqJkapC12PYkH4mUh3GAHYCxRh1nf88-LI_gv4pYHPnhuRdHGhFsDIJTdBMc4N8V2SZmNJfALBg40BhiOQo8-DkhDWErpJchTwZ3DwoByzH4jxKuteEXrVd6wRyFCi0,samsung SM-G928I,Android
108e3288-65f2-e811-a977-000d3ab9aac9,e0ozNZwONAg:APA91bFPkSK9Fx0MYjmJgfrCLGF462CxtNrw31ZQA551pY0gTrEM2XNG3RMmA7bjVO0xGnKDes5GxB9_3IteiK3EtzAmUfiQjr1SKvjoW27OOpPiKIXr7wtmghSnIAH-m9oijQ5fPghD,samsung SM-G950U,Android
6a71ea79-100b-e811-812c-3863bb34fb48,fi0sniLOI0w:APA91bHTx6VNguz4khXSErGosN0EfCVnavzdYODpuDTZv8FXrdZL08zim8wVX276-h9fmdUN5qAnZhoVJD_RYijgJJrlS68RMVT3bqHcA-qsb9DgCh6L2iW9pabHXxie3gMQccOr59MC,HUAWEI PIC-AL00,Android
600baed9-c11e-e911-a97f-000d3ab9aac9,fmYZueCBJbw:APA91bEJCZN8osNuMolb-6hfnnZEbWN4PJwYi4uAIPla2eCOevc30W1dhDKlYj9FxyOigOR1S91NijhaOfv1nZiVc-CqlXdyFdTvsQgqTdX1BA1wbr1oi_X0kjhrHfLW1ekB4gMU_5b1,HTC HTC 2Q55100,Android
968c4657-f77d-e511-80ca-021dd8b71c5a,eUrmwDG9FcI:APA91bFyBTKmGj5U9qAGVqkCjWUKBg0UCxl6xnNDGEZBZTqRvZ9bkGkR1SibBo9FGr4vNQ_PFdC650UwT3LRLJ0w7DBcXZRconPrMmo2Yt4Q_EseWn1Oebss6jqcom7dpRpu2FslvuA0,samsung SM-G960N,Android
30d72b6b-e12e-e811-80f8-1458d041f8e8,fxa27-GFH70:APA91bFP91azg2_-zQGzkMsCbhyV3nnT8UJBo5yUqhlisN6TIMe_Mz3BEPbny7aOXk3cpFMC4-Ipo5Pcz0Gar5Ge1GlZ4YzLI7d_ccZG9vZVNfa2TvCb34yqhMHPitMDGps-23Gg24Ga,HTC HTC 10,Android
81350b70-6433-e911-a981-000d3ab9add5,cS0ShvH_Pv0:APA91bEB82ma6FNphIa5Nr9CTBklKQfnHPGSiX4gvTsSh5d3RRII8VML2A3f9n5c3jXDqofhJ9qFr_iBjN87uSyutUvUdFEaPoXFKBSsmLGat1IxizXzUGL5b9RsJ7tDC5nkQebRw3se,samsung SM-G950N,Android
076affb7-d939-e911-a989-000d3ab9a89f,evO3lCcPeIU:APA91bEWyF4jWJImT_Nl61ehykMK59Kvu8ejuMKxSjcRY4nNfN5_Vf549-iOFzTVS9oyotxFlVeSqttBc-vqWI6E_kusHSI1ibdTBQLq1HZPhEkq4nVpvPDPe7XI8sW9yHWQgsKD2iuz,samsung SM-G950N,Android
06d3a707-a822-e911-a986-000d3ab9a89f,dZXzeMjncoU:APA91bFwY_hQjJjtNJfpZQo4oM3MYNY57U5idNaaooJDYi0xssPMrgXsxYwssO1yqQvA9rlwkFK0USKttbja_kAuxhtgv8qreq28elKEEAsbywQJyPB8PPB7ZsgJRyudFIIExYumYsa_,samsung SM-A520F,Android
73635a6f-451d-e911-a983-000d3ab9a49f,cjIZbss1dFM:APA91bEjbiQrCT6TdZ4O7AA2n9H0VEP3lmwm1uyOi4E1umnc545WXbfPiWevxgrdA1OfVCFblE-KmsCkJaA1aBHiVAG_2oBFTMdwljKzMpXKGlGmCEGU3tBUPXg00bVocMZ5uMc8Q40p,samsung SM-G960N,Android
c82fcb15-670e-e911-a97a-000d3ab9aac9,frIsbKXo4q0:APA91bGP3TMz2T_d2rDg1L-lRTNMLKxNkQc7cG59m-N2OXorosk0IlK7yEWG3j4gpa7EFG9C0BxdKoVeHmbSPHfS-oZ4yvQn0idALGePJiG0BAIpIMlxIs8kSH70a0YOES9HK_6H1WUv,samsung SM-N950N,Android
e48125ef-0caf-e611-80ec-021dd8b71cd3,cSwFE-h3kPM:APA91bFjQFy2VkGcVAFbJG2TdCLG7lYu9Fta9hSnZnIc9NEcNnST9S3WOs24nZIR-vnI-XrEVX5BRBfXuw0vxyFmomj36Mb6vOR8takRYh6iadFqmJMXZsY51bmrqOYrcme68qf5U3cg,samsung SM-G950F,Android
1b23992e-c4e3-e211-9c10-00155d350211,ckyFjK0SVPc:APA91bF8HVhVqfG0V3A-mVt3dbMxWQxcXESvn8ym83GdGU0ehswOdC3dbEGxBxBQEkLy8tUDNuiLIqtBOUjQ7iFi1y3EUDbmv4MO0eG-ztJ7qWl-XIGbb4EtakTdUhB1U7V0X9mA6Qs-,samsung SM-G955F,Android
f806e7d0-a501-e911-a97a-000d3ab9a5ef,dIZmQhuC_8E:APA91bFk6-Fn-8tlLLG_QDbSoG55LKwoLwUcCgwhEp2ty9K5l414Tf0nblptEgx4Zt_M0qzuM0JpcW9D9lzD9F7maKnfGQQh3_I0DSQ1sH23uDSFXjJ-0J87AmMKzmZIvqOQ6kIJ0LLL,samsung SM-N950N,Android
bcb6ff96-c226-e811-8130-3863bb340dd8,eQHkOVQocMQ:APA91bEnmX1SQM1EGdojC9g1GHqGWrQACR7WyIJJMWi059spV4oZLz9bpa6wonl_PnJuB4a2a1xPfHQRZMORpqO1oBEA_jgtwkYTfiYO5NPFslhghlRJhfqsIClg2qIJaHkLtF-rReJJ,samsung SM-G955N,Android
ed7ccb6f-4bac-e811-a967-000d3ab9a5ef,fN1pWRf53K4:APA91bEf2aNgy_6c08HEM_Qz69QBfJxhnBnu90anSrVuYRPnRvKEdz_d51j7oUu-AD-764pjjUQgxPiGGTHsU-r43XerfFUZQdfwSce82o_hUDBgJMdREbi2oanZNjETomPkofAinCuu,LGE LG-D855,Android
de983830-9352-e511-80c7-021dd8b71c5a,c_uGuIdnvTc:APA91bFfvWLTwFVT-Ikk5ysArHTBhqyNuGbB4eOTqYGe61fiI13xRR7rmho-UupY9KShwN23RtI_anb20s37wW4uBmnSt2H_mju3Wfl9vPQTBdBdkTjaimFE9Smo_XGFZrhfOC8RFduZ,samsung SM-G965U,Android
6957f2c9-f674-e211-80f2-00155d350211,fNA6QrWZqdE:APA91bGbMAOl1Ey5Dhpwos6DbKnngNkk9-uuZn6hlmYGKO_r3Siup9dgMxVtYmRJr5mW-20shTlWFmuGumwBsw0Mjt0NikzIPTT5HRiWO6AgJ0Uuc5IlYCjChyAXubkkSOIEwXsf9w9L,motorola XT1710-02,Android
448f690c-de02-e711-80f0-021dd8b71cd3,cl4zJ3xjYZ0:APA91bHg90hn3GtngEHuNVTEh2on6MRNXLdljSofX7nhMtrR2MdQ46KBpPZVqoGy4mQPOHvDSMB0Hwssl-ca_lvCgLlUSG2bLa-FDZFElXvIOyfiA5JWf12OPkH8AcdbaRxxRJSOkn8E,HUAWEI LYA-L29,Android
29515fce-be22-e911-a986-000d3ab9a89f,dVahON_82vw:APA91bFXoQwfo3VfnSbsiYyW3xFt6SDXmz12XxQ1wYuCus9f2DPEy6rQpdL7AJB7IHyJeYrBUTbLg2y83KfIjnkEXK8jyifbvpDpZMOYGFXCmINDJ3N_20Ir_7Ch1-AKvVvfNsYOZnan,motorola XT1635-02,Android
613fcd1c-ce60-e411-8613-00155d35021c,dN6UQZTpF8Q:APA91bEkPziaHe1vW7MQi3sOFCreXY5IRLnPvCIrn2iVK92Ury7WZbP0fOH-ntACDpOanFZa3E95g3cWKJJYVj57iKuoMaEeeKXu9pUxudBgR-f0haQ-cjanLJtb1nFrWH0iUCs43Vl2,samsung SM-G532G,Android
f9d4da7b-c835-e911-a986-000d3ab9ad32,eVD8hahK9N0:APA91bGYivAarzwgqxEbfAR9QaNXAeCyMJRDT78DbWbCTLWAOufIJJdzxTCp3aGisPXp1ickwKWYIFx-DbSloO343WEeycjvIiM95--2ocFttKmOjE-UXbmu0vVNK21j0Caj0GGZhSJ2,HUAWEI ALP-L29,Android
5d66ea80-f3ca-e511-80cf-021dd8b71c5a,dpYz7DzWR4c:APA91bFB5wPslaSu_2AeOfetCx-i6spCNvYZvQHf_bPUWynulX5vfO9mCTe4nTACcoy1HVg0YONJaUTl2Q1kwjB5tJDwpSvsqhrdGGS-8zEn-9SZdr2J9FoHAPUASXwBk5oflDGoTErE,samsung SM-G965N,Android
74d651be-ca39-e911-a989-000d3ab9a89f,ec0DiktW_KE:APA91bHsuzqJszKXxpdX9ICGDxuVEVxsjqT6btYJdAPEFQkeoao4Yl-BkEFDaS15ZAw0zZsA6V25ae40B4cRP8DcHHtzaTiFsw3_jNWtUFjuSYS1qC0axflqAa2ULBRDwk2oLqx40Z22,samsung SM-G965N,Android
5210b7ab-138b-e211-80f2-00155d350211,fR_Ufwer6_0:APA91bHCJJLto8fhxZ0oQOpcNmrMuW33oVs0FsK28goJy09lewWA-sPwz2mr14lthspFH4VjOtyp2XqxF3D2xFn2sTPBWthqYiHtWmScmlECv4mr_wL_pNAqqZkP2DuneLwO3O6yEMKh,samsung SM-G950N,Android
51c30a5f-043b-e911-a986-000d3ab9ad32,fydAcSb4OyA:APA91bG2wk9Kqyv6q2rp_TNSY088iA-szl5oNvXG-ZAiwrcOIwASL9eSbOZ7B5-MV9wv8FS9nb_GLUsyVVU1OKMmY5mFA6KSMvE3Qi4ip4g_CwycIkh4ZkuWldH-WBwMJ-eyWPvPV4kj,samsung SM-G9650,Android
5ebfa571-5811-e811-80f5-1458d041f8e8,fr4fni2PyoI:APA91bEFz__aTFVIgy9oo2DDGbyBcBLCcrC32rPoY4ZxCzpEtCgqaj7hhLZ5-dgxJr_mvsM3eq4aMVf3xXsHFUIguLegC6MEVnaWGBrOb00TP5tleoYcAJRf0UcAWOBXZcQTSvGRX5nt,samsung SM-G930S,Android
957ff7bf-f7f9-e811-a97a-000d3ab9add5,cOJJyUMaID0:APA91bGS7Y_Gg2-ac5Qe4dYLyjxm5Ak6NF3wGy8PDGvnxERL7KhyGjk-2-9s8g6G0S52J5-v4c71m8pO20SD3t5oCngovyyXw_SpqBXI5VxvbG_QKTxxXeHeq--XxDbmW5C8aZFQHoKM,samsung SM-G965N,Android
3300a295-a922-e911-a986-000d3ab9a89f,cts6l2Ah1F0:APA91bGumudQnGtU2912PQwYIj6LtvFCh1rhrTmIv-3O6gWTdpHFPwFy9rco5lpf9_NckiC7G7agetS_j8X7kZRwH-lNiDqlSoUSDWHexMCkSTBzc2G9_ONrHbfjXG8XaVMrv1gYnkT4,samsung SM-J330FN,Android
4d96e6e9-9197-e211-a08a-00155d350211,dWpGTQ-Y4WY:APA91bHBq9T0Eei6g-lv8Pv_EDKPuwozjoIJgMzINjXkYeFsTsIoDRp9fAoUq63XcZXkkX1Qd9LcIlDHjcYeBKVe6LIbK90rzHZ5mBi96JDe9WSywsKYN7JrBrRPXb6hdJ_ZJhuQFqqx,HUAWEI PAR-LX1,Android
